Id,SalePrice
1461,126415.8
1462,159370.4
1463,190365.4
1464,199120.4
1465,188882.1
1466,177601.3
1467,170987.9
1468,162812.8
1469,172897.1
1470,124836.4
1471,182976.9
1472,98062.5
1473,99087.6
1474,146789.4
1475,111213.6
1476,347447.5
1477,247589.3
1478,270789.2
1479,272066.5
1480,517441.9
1481,311593.8
1482,202454.5
1483,173972.6
1484,166888.0
1485,179981.1
1486,189877.6
1487,331655.7
1488,211179.5
1489,204086.7
1490,249480.3
1491,190831.7
1492,93489.5
1493,182483.0
1494,291797.3
1495,280291.6
1496,246827.7
1497,179502.2
1498,168005.0
1499,158619.6
1500,162877.2
1501,178996.8
1502,148725.6
1503,307143.4
1504,238019.2
1505,224449.4
1506,184342.2
1507,257983.9
1508,199116.9
1509,160718.6
1510,148481.0
1511,148497.5
1512,167765.0
1513,140119.0
1514,156149.4
1515,179438.2
1516,145838.3
1517,165007.1
1518,130310.5
1519,219282.4
1520,132949.9
1521,135169.4
1522,167132.1
1523,112746.5
1524,118678.2
1525,120869.2
1526,115428.4
1527,106205.0
1528,127722.3
1529,148774.5
1530,166184.6
1531,115014.8
1532,94132.1
1533,138306.4
1534,119324.6
1535,146871.7
1536,106636.1
1537,68507.6
1538,134034.1
1539,176919.6
1540,83967.8
1541,135026.3
1542,135522.3
1543,196505.4
1544,80320.7
1545,104619.6
1546,132603.1
1547,141425.6
1548,131290.5
1549,105287.5
1550,139802.7
1551,105522.6
1552,144507.6
1553,141899.4
1554,113899.1
1555,170695.9
1556,86696.8
1557,100301.7
1558,95634.1
1559,79319.9
1560,136461.8
1561,136636.9
1562,126429.6
1563,116821.9
1564,157914.8
1565,149944.8
1566,225557.9
1567,73815.5
1568,228974.0
1569,149178.3
1570,136447.4
1571,115324.3
1572,145942.5
1573,239232.8
1574,119087.6
1575,213705.0
1576,243829.0
1577,191005.8
1578,139322.5
1579,141657.2
1580,190831.8
1581,156760.5
1582,121629.0
1583,306351.1
1584,227362.5
1585,138810.3
1586,71830.5
1587,94394.8
1588,151579.0
1589,91181.6
1590,127864.0
1591,94281.4
1592,113763.4
1593,119655.6
1594,141291.4
1595,110750.9
1596,237211.1
1597,183462.1
1598,199000.1
1599,155859.1
1600,154996.9
1601,63805.8
1602,118560.9
1603,72535.0
1604,267639.9
1605,222460.7
1606,162300.3
1607,167922.6
1608,212488.1
1609,183417.3
1610,157303.7
1611,139651.3
1612,163426.4
1613,172871.2
1614,117121.0
1615,85602.4
1616,73044.3
1617,84244.2
1618,122627.9
1619,138739.1
1620,178925.7
1621,136840.6
1622,137932.3
1623,255242.7
1624,209918.0
1625,116244.1
1626,157646.2
1627,192481.5
1628,260079.5
1629,177073.8
1630,354105.6
1631,220313.0
1632,225216.9
1633,172705.0
1634,191705.1
1635,173537.3
1636,157068.5
1637,206566.9
1638,175940.6
1639,188278.2
1640,237176.3
1641,175971.6
1642,226510.0
1643,213601.4
1644,220793.2
1645,213741.8
1646,159337.8
1647,152823.4
1648,130352.0
1649,138733.5
1650,112613.4
1651,119238.5
1652,97285.3
1653,99929.8
1654,142012.6
1655,135573.9
1656,142489.3
1657,146224.8
1658,144964.9
1659,117773.1
1660,166516.2
1661,471256.2
1662,363142.1
1663,380329.4
1664,486837.1
1665,306085.3
1666,317474.5
1667,357139.4
1668,338389.1
1669,282257.7
1670,338085.1
1671,272637.5
1672,424938.0
1673,290655.4
1674,240380.1
1675,190828.3
1676,193886.5
1677,217227.4
1678,505264.7
1679,385344.5
1680,359740.8
1681,237674.3
1682,300491.5
1683,181234.5
1684,168410.2
1685,163546.7
1686,167035.1
1687,161095.3
1688,188348.1
1689,193356.0
1690,184055.8
1691,176712.2
1692,245742.9
1693,159402.0
1694,181507.9
1695,162760.7
1696,266832.0
1697,165662.2
1698,373406.6
1699,328759.6
1700,268074.5
1701,260142.4
1702,241844.2
1703,243470.5
1704,266294.1
1705,236928.6
1706,387921.3
1707,220636.6
1708,209319.9
1709,274016.9
1710,216439.3
1711,276163.5
1712,237218.2
1713,263272.0
1714,219312.0
1715,208312.2
1716,177092.9
1717,163495.9
1718,123001.9
1719,200255.7
1720,230185.2
1721,155353.1
1722,115314.6
1723,150779.8
1724,199380.0
1725,243267.7
1726,187174.4
1727,154819.2
1728,170083.1
1729,168561.5
1730,155413.9
1731,118597.2
1732,127134.8
1733,114893.0
1734,118780.5
1735,124525.0
1736,115806.3
1737,294009.3
1738,232027.3
1739,235388.5
1740,250078.4
1741,203018.3
1742,174697.1
1743,173927.3
1744,309920.4
1745,221560.4
1746,167302.9
1747,213953.8
1748,225461.4
1749,155406.1
1750,128596.6
1751,221564.9
1752,115821.7
1753,148230.2
1754,183420.7
1755,170832.7
1756,127970.1
1757,119902.5
1758,144900.8
1759,156232.5
1760,161037.8
1761,139313.0
1762,183379.0
1763,163003.0
1764,116020.2
1765,128544.1
1766,184849.4
1767,209053.2
1768,145643.1
1769,158926.7
1770,147060.8
1771,123110.7
1772,127644.9
1773,134997.7
1774,136908.8
1775,137450.8
1776,124320.6
1777,114835.6
1778,134444.7
1779,123663.0
1780,164422.8
1781,127024.7
1782,91411.9
1783,142206.7
1784,110677.8
1785,111537.0
1786,137580.4
1787,151940.0
1788,60063.8
1789,88086.7
1790,79723.7
1791,184918.8
1792,149210.5
1793,127525.6
1794,139688.4
1795,128102.7
1796,128916.2
1797,107536.8
1798,123154.7
1799,108571.2
1800,130002.2
1801,128351.9
1802,124081.9
1803,145120.0
1804,141386.1
1805,134633.7
1806,107231.6
1807,123466.2
1808,112662.8
1809,116131.7
1810,145615.4
1811,94792.2
1812,89590.7
1813,127662.4
1814,93688.5
1815,53980.9
1816,101968.0
1817,115691.2
1818,141037.6
1819,122464.7
1820,63491.9
1821,105466.0
1822,137799.6
1823,48906.8
1824,126331.0
1825,144992.7
1826,110427.7
1827,101746.2
1828,130006.0
1829,106468.1
1830,136038.4
1831,130969.0
1832,88741.4
1833,142486.1
1834,116869.8
1835,110441.3
1836,114138.1
1837,88906.5
1838,124277.2
1839,91355.5
1840,165746.1
1841,144209.9
1842,88102.9
1843,138489.6
1844,135312.5
1845,146165.2
1846,153136.3
1847,173892.6
1848,57172.6
1849,102429.3
1850,115120.6
1851,152226.3
1852,123838.5
1853,142723.6
1854,162544.3
1855,146855.3
1856,214528.5
1857,147381.8
1858,137575.3
1859,116580.8
1860,150717.1
1861,115028.6
1862,305378.9
1863,290195.6
1864,290195.6
1865,321944.8
1866,316135.7
1867,225619.3
1868,306333.6
1869,192393.1
1870,221306.9
1871,241674.2
1872,173319.1
1873,241549.4
1874,146140.3
1875,192162.6
1876,200799.4
1877,212439.6
1878,200150.0
1879,129941.9
1880,132233.7
1881,231732.7
1882,246596.8
1883,187286.6
1884,203233.1
1885,228620.4
1886,278158.0
1887,197971.2
1888,264056.9
1889,167764.2
1890,121740.1
1891,124237.3
1892,101019.7
1893,129155.8
1894,122252.2
1895,129110.4
1896,118803.6
1897,123635.4
1898,117948.3
1899,155639.5
1900,141894.6
1901,177078.1
1902,144505.2
1903,204208.9
1904,147304.8
1905,204509.2
1906,148712.8
1907,210321.3
1908,109521.7
1909,134413.9
1910,117930.8
1911,222546.5
1912,280460.6
1913,132492.4
1914,53284.4
1915,331886.6
1916,62123.5
1917,231514.5
1918,143379.1
1919,169362.3
1920,139583.2
1921,414608.9
1922,317332.3
1923,213989.6
1924,242806.5
1925,191799.6
1926,407510.3
1927,132794.3
1928,159628.1
1929,118368.8
1930,133024.8
1931,148174.7
1932,139954.9
1933,204422.1
1934,180789.0
1935,170099.8
1936,188694.6
1937,179173.9
1938,172774.8
1939,242825.2
1940,186686.5
1941,169807.7
1942,181111.7
1943,198512.8
1944,341519.7
1945,402755.8
1946,151218.3
1947,322283.8
1948,166554.3
1949,233477.7
1950,181574.4
1951,239543.9
1952,182285.6
1953,172479.1
1954,178067.3
1955,137173.6
1956,279043.4
1957,149259.9
1958,311357.3
1959,142846.6
1960,115254.8
1961,118964.1
1962,96659.8
1963,103321.2
1964,111030.2
1965,144227.6
1966,130169.5
1967,302240.5
1968,427158.4
1969,393693.2
1970,435020.8
1971,446722.6
1972,357854.8
1973,280503.8
1974,317095.9
1975,477312.4
1976,269771.6
1977,362772.6
1978,354218.6
1979,329173.4
1980,195118.9
1981,350488.2
1982,218212.7
1983,210554.6
1984,160334.6
1985,218340.0
1986,205393.0
1987,165637.3
1988,176185.1
1989,183868.3
1990,211826.1
1991,228416.6
1992,208977.7
1993,159953.6
1994,215536.9
1995,182778.4
1996,255790.8
1997,290862.4
1998,322876.5
1999,274162.4
2000,316413.2
2001,294205.5
2002,232967.0
2003,253006.7
2004,283461.8
2005,203689.0
2006,212297.1
2007,232797.5
2008,221934.3
2009,199886.4
2010,185884.3
2011,128088.9
2012,172941.6
2013,184410.2
2014,185698.8
2015,204477.4
2016,193326.1
2017,188031.8
2018,121415.2
2019,128001.2
2020,99603.1
2021,109633.9
2022,179222.2
2023,138460.7
2024,280153.6
2025,362272.9
2026,172219.7
2027,160462.4
2028,143354.1
2029,172209.8
2030,255823.0
2031,221036.6
2032,219366.5
2033,241896.0
2034,169158.3
2035,220835.2
2036,193096.3
2037,194729.5
2038,275171.8
2039,231667.9
2040,245834.9
2041,274550.0
2042,203822.7
2043,170362.5
2044,153892.1
2045,196802.6
2046,141457.0
2047,142657.5
2048,138176.2
2049,134210.2
2050,170705.4
2051,104282.3
2052,123043.0
2053,143238.7
2054,88140.9
2055,155586.4
2056,142752.3
2057,114490.8
2058,220783.5
2059,137320.1
2060,172099.3
2061,169064.2
2062,127547.0
2063,117213.0
2064,140803.9
2065,116208.9
2066,165285.7
2067,120536.7
2068,133832.8
2069,76905.0
2070,109666.7
2071,101568.2
2072,115963.5
2073,134720.5
2074,170863.9
2075,135954.4
2076,117132.5
2077,152592.9
2078,129598.0
2079,121974.7
2080,118306.9
2081,124111.9
2082,122911.2
2083,139456.8
2084,112606.2
2085,121617.4
2086,107681.0
2087,110788.0
2088,93458.9
2089,82405.2
2090,118810.6
2091,110290.7
2092,124540.0
2093,103184.9
2094,104293.9
2095,142216.8
2096,77850.1
2097,84461.7
2098,138627.5
2099,55720.5
2100,74982.0
2101,112929.5
2102,119016.6
2103,98829.4
2104,117384.4
2105,122157.0
2106,68598.2
2107,191633.4
2108,111177.3
2109,105881.9
2110,126723.2
2111,123397.9
2112,143633.6
2113,119837.0
2114,108961.4
2115,154714.4
2116,107829.2
2117,150037.5
2118,123605.5
2119,113288.7
2120,110700.1
2121,86081.1
2122,119860.1
2123,90147.6
2124,148741.3
2125,123353.2
2126,149926.4
2127,147469.0
2128,122373.7
2129,87982.1
2130,131758.2
2131,139930.7
2132,99750.8
2133,121326.9
2134,125153.2
2135,90525.5
2136,77510.2
2137,106039.6
2138,130476.4
2139,150270.6
2140,136974.3
2141,143555.9
2142,130038.6
2143,151944.6
2144,120258.0
2145,135995.4
2146,151644.8
2147,160512.8
2148,122849.0
2149,144056.1
2150,212811.6
2151,107070.1
2152,164381.8
2153,149752.6
2154,105742.7
2155,137843.5
2156,263150.4
2157,227544.6
2158,227178.0
2159,192761.5
2160,166560.4
2161,230218.3
2162,322256.1
2163,357162.7
2164,234410.1
2165,215185.9
2166,148545.8
2167,211388.6
2168,200522.4
2169,197752.9
2170,213867.6
2171,152055.5
2172,125177.7
2173,165225.6
2174,220858.2
2175,280508.0
2176,305500.6
2177,237337.1
2178,206519.4
2179,137352.8
2180,228388.7
2181,189566.9
2182,212499.5
2183,183153.6
2184,120689.8
2185,113037.7
2186,137592.7
2187,155582.2
2188,149713.7
2189,211199.7
2190,78212.9
2191,75530.9
2192,89519.5
2193,96072.4
2194,97286.3
2195,119014.1
2196,99246.6
2197,121992.0
2198,143901.5
2199,171487.3
2200,145007.1
2201,133060.2
2202,201085.3
2203,154803.3
2204,181965.0
2205,114962.7
2206,143984.0
2207,230999.6
2208,239765.5
2209,234448.2
2210,115890.2
2211,108100.3
2212,114944.4
2213,102126.4
2214,140169.1
2215,99272.7
2216,150300.2
2217,63775.6
2218,68864.7
2219,65499.0
2220,66984.1
2221,330336.0
2222,272791.1
2223,270454.5
2224,199006.7
2225,125302.9
2226,191612.8
2227,197265.3
2228,260996.8
2229,249837.8
2230,155428.1
2231,225201.5
2232,185077.6
2233,179357.9
2234,236837.7
2235,232118.5
2236,268695.5
2237,326858.6
2238,195943.9
2239,99425.8
2240,155093.5
2241,164509.9
2242,115192.9
2243,122266.2
2244,97906.0
2245,94723.1
2246,137606.2
2247,98174.8
2248,123553.0
2249,120962.4
2250,132148.9
2251,106716.0
2252,165485.1
2253,154100.3
2254,182383.2
2255,185085.8
2256,171776.3
2257,213325.1
2258,158394.1
2259,174549.6
2260,151734.3
2261,194873.8
2262,196839.8
2263,374081.2
2264,465094.1
2265,173755.6
2266,281975.8
2267,424034.6
2268,445113.8
2269,148816.0
2270,194242.6
2271,202314.5
2272,195752.9
2273,166162.3
2274,177337.0
2275,168530.2
2276,191292.3
2277,189241.0
2278,145581.0
2279,121875.5
2280,110126.5
2281,172114.8
2282,180849.9
2283,104161.8
2284,107824.6
2285,132046.4
2286,120792.3
2287,344004.5
2288,272755.8
2289,396063.9
2290,436864.1
2291,310680.6
2292,435847.3
2293,457095.1
2294,378683.2
2295,498847.2
2296,267201.3
2297,318081.6
2298,329021.3
2299,341361.7
2300,335692.7
2301,300728.3
2302,244945.2
2303,236922.9
2304,231840.0
2305,187375.3
2306,186930.0
2307,192105.9
2308,229113.3
2309,269777.2
2310,223066.9
2311,190615.0
2312,165604.9
2313,171761.6
2314,160919.4
2315,172530.3
2316,186294.5
2317,178727.4
2318,175017.0
2319,168122.4
2320,177505.2
2321,228771.2
2322,169491.3
2323,180854.2
2324,170046.7
2325,204695.0
2326,167542.1
2327,203980.7
2328,220386.5
2329,187751.3
2330,181905.7
2331,355855.1
2332,350277.9
2333,311207.2
2334,257854.7
2335,279123.2
2336,324536.4
2337,184925.7
2338,251209.9
2339,205377.1
2340,369690.8
2341,209835.0
2342,217987.3
2343,221025.6
2344,208127.8
2345,222774.2
2346,198788.3
2347,192527.7
2348,223631.2
2349,182293.3
2350,283448.9
2351,249611.4
2352,240093.3
2353,265873.7
2354,130696.2
2355,124554.4
2356,148119.5
2357,187803.0
2358,192802.4
2359,131818.2
2360,115247.1
2361,139113.8
2362,270405.6
2363,137506.8
2364,148849.2
2365,198558.4
2366,188669.4
2367,217505.9
2368,207765.0
2369,209096.5
2370,174739.1
2371,169389.3
2372,191739.8
2373,285197.6
2374,322325.2
2375,255953.2
2376,266854.9
2377,352676.5
2378,146371.0
2379,202646.9
2380,151234.8
2381,162817.7
2382,191567.2
2383,194553.8
2384,244483.2
2385,160873.2
2386,141045.0
2387,132857.3
2388,93033.0
2389,115620.3
2390,151428.0
2391,144478.0
2392,116275.3
2393,162797.3
2394,143950.4
2395,216514.6
2396,139458.1
2397,199549.7
2398,141148.2
2399,58931.1
2400,64564.7
2401,109989.0
2402,138510.3
2403,134694.4
2404,154368.6
2405,159432.1
2406,136351.6
2407,120267.2
2408,137387.2
2409,120222.4
2410,158818.7
2411,117158.4
2412,157237.0
2413,129995.2
2414,141142.1
2415,126028.2
2416,118354.2
2417,131773.2
2418,130052.7
2419,129417.4
2420,127944.1
2421,145359.4
2422,106648.2
2423,115225.3
2424,152746.1
2425,196181.8
2426,130918.4
2427,120101.1
2428,183254.1
2429,113042.2
2430,129633.5
2431,121754.3
2432,143372.4
2433,144671.3
2434,129468.3
2435,150757.5
2436,111917.7
2437,108112.3
2438,127713.1
2439,103008.1
2440,116367.0
2441,89493.6
2442,98724.7
2443,117044.3
2444,123825.3
2445,84993.5
2446,130817.2
2447,174600.2
2448,137337.6
2449,109094.4
2450,136273.9
2451,128437.8
2452,183781.1
2453,88710.2
2454,124197.8
2455,121669.5
2456,133599.8
2457,133651.8
2458,127134.6
2459,111382.5
2460,137044.5
2461,121241.6
2462,134278.3
2463,118891.0
2464,173807.1
2465,145863.2
2466,123807.2
2467,126371.4
2468,83879.4
2469,77349.4
2470,182188.1
2471,207332.0
2472,156017.2
2473,113161.8
2474,87136.2
2475,199750.5
2476,116136.7
2477,126896.0
2478,147652.1
2479,108686.7
2480,152402.1
2481,126819.3
2482,125270.3
2483,111014.9
2484,120070.3
2485,126582.9
2486,162071.0
2487,167999.4
2488,150198.1
2489,143669.6
2490,159074.2
2491,82559.0
2492,203829.9
2493,149368.2
2494,139485.8
2495,85560.0
2496,231145.0
2497,140262.5
2498,110840.9
2499,84227.9
2500,138952.4
2501,128744.0
2502,145239.3
2503,92835.4
2504,166690.5
2505,225580.4
2506,241602.5
2507,282236.9
2508,239399.4
2509,214195.3
2510,207721.7
2511,166178.6
2512,204553.4
2513,211409.1
2514,264702.7
2515,153015.9
2516,173914.1
2517,146567.5
2518,152047.0
2519,224076.8
2520,220619.6
2521,185156.3
2522,216363.1
2523,119636.1
2524,139228.4
2525,147230.6
2526,137162.7
2527,115910.7
2528,134556.0
2529,124048.5
2530,123441.6
2531,244217.3
2532,216545.2
2533,192509.9
2534,211072.5
2535,288435.8
2536,229033.7
2537,216838.1
2538,171842.5
2539,175410.7
2540,171662.8
2541,174339.6
2542,169355.5
2543,125747.8
2544,119776.9
2545,130671.1
2546,126469.6
2547,133931.0
2548,147375.9
2549,156657.0
2550,594206.1
2551,136724.2
2552,128823.6
2553,76273.2
2554,94460.6
2555,117174.2
2556,105139.9
2557,108204.4
2558,134307.6
2559,140035.8
2560,152998.1
2561,141762.3
2562,145117.3
2563,147667.0
2564,196103.8
2565,148598.6
2566,165799.5
2567,133066.2
2568,196661.2
2569,209167.2
2570,111393.2
2571,186153.2
2572,134519.4
2573,210891.4
2574,220003.1
2575,125016.4
2576,110298.3
2577,144904.5
2578,78917.3
2579,64796.3
2580,94050.4
2581,98348.2
2582,97389.2
2583,285082.7
2584,161652.3
2585,181491.7
2586,210690.0
2587,185974.2
2588,144136.4
2589,149620.0
